id,didok,bpuic,name,short_name
id_8503010,3010,8503010,Zürich Enge,ZEN
id_8503147,3147,8503147,Stettbach,STET
id_8503302,3302,8503302,Fehraltorf,FET
id_8503294,3294,8503294,Riedmatt SZ,RDM
id_8593467,93467,8593467,Pont de Fayot,POFA
id_8503139,3139,8503139,Tann-Dürnten,TD
id_8502270,2270,8502270,Bergfrieden,BEFR
id_8503316,3316,8503316,Steinmaur,STMR
id_8509257,9257,8509257,Madulain,MADU
id_8501127,1127,8501127,St-Saphorin,STSA
id_8504123,4123,8504123,Corcelles-Nord,CN
id_8501037,1037,8501037,Morges,MOR
id_8501156,1156,8501156,Le Solliat-La Golisse,SGO
id_8501510,1510,8501510,Châteauneuf-Conthey,CHF
id_8509367,9367,8509367,Campascio,CAIO
id_8509259,9259,8509259,S-chanf,SCAN
id_8519370,19370,8519370,Bernina Diavolezza,BEDI
id_8502476,2476,8502476,Vevey Vignerons,VVVI
id_8501388,1388,8501388,Les Combes,COMS
id_8501684,1684,8501684,Kalpetran,KALP
id_8593775,93775,8593775,Les Nicolets,LENI
id_8593774,93774,8593774,La Faverge,LAFA
id_8505180,5180,8505180,Acla da Fontauna,ACLA
id_8530246,30246,8530246,Foyer Dents-du-Midi,FYDM
id_8501674,1674,8501674,Grengiols,GREN
id_8504012,4012,8504012,Puidoux,PUI
id_8508297,8297,8508297,Menznau,MAU
id_8500213,213,8500213,Oberbuchsiten,OB
id_8500214,214,8500214,Egerkingen,EG
id_8508004,8004,8508004,Lyssach,LYS
id_8502211,2211,8502211,Hendschiken,HDK
id_8507091,7091,8507091,Liebefeld,LBF
id_8507065,7065,8507065,Boll-Utzigen,BOUT
id_8504404,4404,8504404,Aarberg,ABE
id_8510616,10616,8510616,"Liestal, Gräubern",
id_8501104,1104,8501104,Le Day,DAY
id_8516161,16161,8516161,Bern Wankdorf,BNWD
id_8518844,18844,8518844,Böblingen,
id_8501457,1457,8501457,Monthey-Hôpital,MTHH
id_8501453,1453,8501453,La Cour,COU
id_8530463,30463,8530463,En Charnet,CHAY
id_8501174,1174,8501174,Sur Roche,SROC
id_8504383,4383,8504383,La Corbatière,COBA
id_8518855,18855,8518855,Hornberg (Schwarzw),
id_8509058,9058,8509058,Seewis-Pardisla,SEEV
id_8503465,3465,8503465,Neunkirch,NEUK
id_8501726,1726,8501726,Corbier,COR
id_8503122,3122,8503122,Bubikon,BUB
id_8503405,3405,8503405,Zweidlen,ZWD
id_8516450,16450,8516450,Unterkulm Nord,UKUN
id_8502007,2007,8502007,Sursee,SS
id_8504003,4003,8504003,Bossière,BOSS
id_8501036,1036,8501036,St-Prex,STP
id_8502164,2164,8502164,Gontenschwil,GON
id_8501047,1047,8501047,Morges-St-Jean,STJ
id_8501015,1015,8501015,Tannay,TAN
id_8505173,5173,8505173,Tschamut-Selva,TSSE
id_8518100,18100,8518100,St. Gallen Birnbäumen,SGBI
id_8506373,6373,8506373,Niederteufen,NTEU
id_8502182,2182,8502182,Unterentfelden Oberdorf,UNOB
id_8506004,6004,8506004,Kollbrunn,KOL
id_8506002,6002,8506002,Winterthur Seen,WSEE
id_8506045,6045,8506045,Hettlingen,HET
id_8503404,3404,8503404,Rafz,RZ
id_8500304,304,8500304,Eiken,EI
id_8503007,3007,8503007,Zürich Seebach,ZSEB
id_8504295,4295,8504295,Baulmes,BAU
id_8506470,6470,8506470,Teufen AR Stofel,STFE
id_8509060,9060,8509060,Schiers,SCRS
id_8589198,89198,8589198,Worbboden,WOBO
id_8501013,1013,8501013,Pont-Céard,PTC
id_8503467,3467,8503467,Trasadingen,TRHA
id_8508187,8187,8508187,Huttwil,HWIL
id_8506521,6521,8506521,Oberei bei Wasen i.E.,OBEI
id_8594258,94258,8594258,Langenthal Industrie Nord,LTIN
id_8505494,5494,8505494,Intragna,INTR
id_8500173,173,8500173,Les Breuleux,BREU
id_8504510,4510,8504510,Auvernier Littorail,AVLI
id_8506297,6297,8506297,Ebnat-Kappel,EK
id_8508251,8251,8508251,Steffisburg,STEF
id_8502237,2237,8502237,Lupfig,LUPF
id_8509169,9169,8509169,Valendas-Sagogn,VASA
id_8506019,6019,8506019,Islikon,ISL
id_8500170,170,8500170,Tramelan,TRAM
id_8500195,195,8500195,La Combe,COMB
id_8500167,167,8500167,Les Breuleux-Eglise,BREL
id_8508394,8394,8508394,Wolfenschiessen,WOS
id_8508317,8317,8508317,Alpnachstad,AST
id_8508320,8320,8508320,Hergiswil Matt,MATT
id_8503292,3292,8503292,Altmatt,AT
id_8502268,2268,8502268,Zufikon Belvédère,BEVE
id_8503280,3280,8503280,Steinerberg,STBG
id_8518811,18811,8518811,Villingen (Schwarzw),
id_8518807,18807,8518807,Offenburg,
id_8518810,18810,8518810,Triberg,
id_8518832,18832,8518832,Radolfzell,
id_8518838,18838,8518838,Überlingen,
id_8518841,18841,8518841,Lörrach,
id_8518814,18814,8518814,Albbruck,
id_8518821,18821,8518821,Dogern,
id_8500085,85,8500085,Niederdorf,NDF
id_8505581,5581,8505581,S. Maria Maggiore,SMSS
id_8505590,5590,8505590,Gagnone-Orcesco,GAOR
id_8506029,6029,8506029,Singen (Hohentwiel),SI
id_8518836,18836,8518836,Tiengen (Hochrhein),
id_8508308,8308,8508308,Meiringen,MR
id_8500205,205,8500205,Bellach,BELL
id_8505119,5119,8505119,Göschenen,GOE
id_8500204,204,8500204,Selzach,SEL
id_8500289,289,8500289,Buchli,BULI
id_8500266,266,8500266,Corcelles BE,CORC
id_8507295,7295,8507295,Därstetten,DR
id_8500293,293,8500293,Thalbrücke,THBU
id_8507277,7277,8507277,Matten i.S.,MATE
id_8507278,7278,8507278,Boden,BODE
id_8502112,2112,8502112,Schönenwerd SO,SCOE
id_8500208,208,8500208,Luterbach-Attisholz,LUT
id_8508168,8168,8508168,Roggwil Buchägerten,ROBU
id_8505400,5400,8505400,Locarno,LO
id_8508273,8273,8508273,Wasen i.E.,WAIE
id_8508085,8085,8508085,Aefligen,AEF
id_8504062,4062,8504062,Châtel-St-Denis,CHSD
id_8508265,8265,8508265,Hasle-Rüegsau,HA
id_8504026,4026,8504026,Cottens FR,COT
id_8500215,215,8500215,Hägendorf,HAE
id_8505172,5172,8505172,Oberalppass,OBAL
id_8500272,272,8500272,Solothurn Sternen,SOST
id_8508152,8152,8508152,Hard-Mumenthal,HAMU
id_8507286,7286,8507286,Ringoldingen,RGD
id_8507100,7100,8507100,Thun,TH
id_8500212,212,8500212,Oensingen,OEN
id_8500176,176,8500176,Le Boéchet,BOEC
id_8500162,162,8500162,Tramelan-Dessous,TRDE
id_8503466,3466,8503466,Wilchingen-Hallau,WIHA
id_8509000,9000,8509000,Chur,CH
id_8504204,4204,8504204,Vaumarcus,VAU
id_8509051,9051,8509051,Haldenstein,HALD
id_8506013,6013,8506013,Aadorf,AD
id_8505499,5499,8505499,Camedo,CAME
id_8501203,1203,8501203,Clarens,CL
id_8508060,8060,8508060,Grafenried,GRRI
id_8504023,4023,8504023,Romont FR,ROM
id_8500171,171,8500171,Les Reussilles,REUS
id_8507299,7299,8507299,Lattigen bei Spiez,LAT
id_8507294,7294,8507294,Weissenburg,WG
id_8504467,4467,8504467,Brüttelen,BRUT
id_8505390,5390,8505390,Serocca,SERO
id_8507363,7363,8507363,Eismeer,EISM
id_8504401,4401,8504401,Fräschels,FRAE
id_8505302,5302,8505302,Melide,MDE
id_8507093,7093,8507093,Kehrsatz Nord,KSN
id_8508086,8086,8508086,Utzenstorf,UT
id_8507074,7074,8507074,Kaufdorf,KD
id_8507276,7276,8507276,St. Stephan,STST
id_8508272,8272,8508272,Sumiswald-Grünen,SWG
id_8504104,4104,8504104,Thörishaus Station,THO
id_8507475,7475,8507475,Kandersteg,KA
id_8508200,8200,8508200,Worb SBB,WB
id_8507483,7483,8507483,Spiez,SP
id_8500261,261,8500261,Langendorf,LADO
id_8504441,4441,8504441,Studen BE,STU
id_8505397,5397,8505397,Caslano,CASL
id_8500268,268,8500268,Grandval,GVAL
id_8500265,265,8500265,Gänsbrunnen,GAE
id_8501462,1462,8501462,Collombey-Village,COMU
id_8505473,5473,8505473,Ponte Brolla,POBR
id_8504105,4105,8504105,Niederwangen,NWA
id_8507273,7273,8507273,Oeschseite,OES
id_8507000,7000,8507000,Bern,BN
id_8508058,8058,8508058,Urtenen,URTN
id_8505217,5217,8505217,Mezzovico,MEZ
id_8503527,3527,8503527,Buchs-Dällikon,BUD
id_8501564,1564,8501564,Le Trétien,TRET
id_8516273,16273,8516273,Genève-Eaux-Vives,GEV
id_8506285,6285,8506285,Gonten,GONT
id_8506281,6281,8506281,Waldstatt,WSTA
id_8516283,16283,8516283,Genève-Sécheron,GESE
id_8506211,6211,8506211,Arnegg,ARN
id_8503208,3208,8503208,Bäch SZ,BAE
id_8504310,4310,8504310,St-Imier,STI
id_8508329,8329,8508329,Brienz West,BRZW
id_8501491,1491,8501491,Les Posses,POSS
id_8509255,9255,8509255,Pontresina,PORE
id_8507472,7472,8507472,Ausserberg,AB
id_8501061,1061,8501061,La Givrine,GIVR
id_8501058,1058,8501058,La Joy-Clinique,JOCL
id_8501045,1045,8501045,Denges-Echandens,DEN
id_8501121,1121,8501121,Pully,PU
id_8501483,1483,8501483,Leysin-Grand-Hôtel,LEYG
id_8508080,8080,8508080,Oberburg,OBB
id_8500216,216,8500216,Wangen bei Olten,WBOL
id_8501155,1155,8501155,Le Rocheray,RCY
id_8501105,1105,8501105,Bretonnières,BRT
id_8501485,1485,8501485,Fontanney,FTY
id_8501396,1396,8501396,Flendruz,FLED
id_8530612,30612,8530612,Realp DFB,
id_8501727,1727,8501727,La Clairière,CLAI
id_8501604,1604,8501604,Raron,RAR
id_8506136,6136,8506136,Steckborn,STK
id_8505175,5175,8505175,Rueras,RUER
id_8509351,9351,8509351,Punt Muragl Staz,PTMS
id_8506018,6018,8506018,Rickenbach-Attikon,RIK
id_8503000,3000,8503000,Zürich HB,ZUE
id_8501157,1157,8501157,Le Sentier-L'Orient,SEN
id_8506048,6048,8506048,Marthalen,MTL
id_8509366,9366,8509366,Brusio,BRIO
id_8500023,23,8500023,Liestal,LST
id_8506016,6016,8506016,Oberwinterthur,OWT
id_8509354,9354,8509354,Bernina Suot,BESU
id_8507473,7473,8507473,Hohtenn,HT
id_8501487,1487,8501487,Bex-Place-du-Marché,BEXM
id_8501448,1448,8501448,Champéry,CRY
id_8501632,1632,8501632,Avry-Matran,AVRY
id_8504316,4316,8504316,Le Locle,LOC
id_8500093,93,8500093,Hölstein Weidbächli,HOEW
id_8505301,5301,8505301,Paradiso,LGP
id_8508053,8053,8508053,Steinibach,STBA
id_8502026,2026,8502026,Gelfingen,GELF
id_8500127,127,8500127,Courtemaîche,CTM
id_8501676,1676,8501676,Mörel,MOEL
id_8501572,1572,8501572,Martigny-Bourg,MABO
id_8507009,7009,8507009,Uttigen,UTI
id_8500135,135,8500135,Pontenet,PON
id_8504137,4137,8504137,Léchelles,LECH
id_8509055,9055,8509055,Igis,IGIS
id_8500121,121,8500121,Courfaivre,CFV
id_8504209,4209,8504209,Colombier NE,CLB
id_8504410,4410,8504410,Zollikofen,ZOL
id_8502017,2017,8502017,Waldibrücke,WAB
id_8509187,9187,8509187,Rodels-Realta,RORE
id_8501175,1175,8501175,Sugnens,SUGN
id_8501668,1668,8501668,Biel (Goms),BIGO
id_8501662,1662,8501662,Obergesteln,OBGE
id_8503205,3205,8503205,Au ZH,AU
id_8518243,18243,8518243,Beringerfeld,BERD
id_8506194,6194,8506194,Berg,BERG
id_8504063,4063,8504063,Semsales,SEMS
id_8505394,5394,8505394,Bioggio,BIOG
id_8503415,3415,8503415,Rümikon AG,RUEN
id_8501262,1262,8501262,Hauteville,HTV
id_8501390,1390,8501390,Belmont-sur-Montreux,BEMM
id_8506386,6386,8506386,Stoss AR,STOS
id_8506385,6385,8506385,Rietli,RITI
id_8506383,6383,8506383,Hebrig,HBRG
id_8506381,6381,8506381,Sammelplatz,SAPL
id_8516219,16219,8516219,Mellingen Heitersberg,MELH
id_8506368,6368,8506368,Gfeld,GFEL
id_8503506,3506,8503506,Killwangen-Spreitenbach,KLW
id_8500141,141,8500141,Courchavon,CCH
id_8500128,128,8500128,Boncourt,BCT
id_8500126,126,8500126,Porrentruy,POR
id_8500109,109,8500109,Delémont,DMT
id_8516187,16187,8516187,Zug Schutzengel,ZGSE
id_8506317,6317,8506317,Heerbrugg,HEBG
id_8506314,6314,8506314,St. Margrethen SG,SMG
id_8506309,6309,8506309,Egnach,EGN
id_8506306,6306,8506306,Rorschach Hafen,RSHF
id_8503310,3310,8503310,Glattbrugg,GLB
id_8500022,22,8500022,Frenkendorf-Füllinsdorf,FRE
id_8506271,6271,8506271,Gontenbad,GONB
id_8503225,3225,8503225,Ziegelbrücke,ZB
id_8506210,6210,8506210,Gossau SG,GSS
id_8503129,3129,8503129,Wallisellen,WS
id_8503116,3116,8503116,Uznach,UZ
id_8506139,6139,8506139,Stein am Rhein,STR
id_8506121,6121,8506121,Romanshorn,RH
id_8502222,2222,8502222,Bonstetten-Wettswil,BON
id_8518459,18459,8518459,Steinhausen Rigiblick,STRI
id_8504284,4284,8504284,La Presta Mines d'asphalte,PRST
id_8505493,5493,8505493,Cavigliano,CAVI
id_8500190,190,8500190,Les Emibois,EMI
id_8504125,4125,8504125,Domdidier,DOM
id_8502029,2029,8502029,Mosen,MO
id_8500275,275,8500275,Bei den Weihern,BDWE
id_8502189,2189,8502189,Gränichen Töndler,GRAT
id_8502180,2180,8502180,Muhen Nord,MUHN
id_8502167,2167,8502167,Reinach AG Nord,REIN
id_8516351,16351,8516351,Kriens Mattenhof,KRM
id_8506312,6312,8506312,Staad SG,STA
id_8501424,1424,8501424,Vouvry,VOU
id_8500285,285,8500285,Flumenthal,FLUM
id_8504472,4472,8504472,Sutz,SUTZ
id_8504469,4469,8504469,Nidau Beunden,NIBE
id_8507389,7389,8507389,Zweilütschinen,ZWEI
id_8504191,4191,8504191,Flamatt Dorf,FLMD
id_8508088,8088,8508088,Gerlafingen,GLF
id_8518963,18963,8518963,Solothurn Allmend,SOAD
id_8507088,7088,8507088,Lanzenhäusern,LH
id_8506107,6107,8506107,Erlen,ERL
id_8504133,4133,8504133,Cugy FR,CGY
id_8509006,9006,8509006,Chur Wiesental,CHWI
id_8507089,7089,8507089,Schwarzenburg,SCBG
id_8501094,1094,8501094,Apples,APPL
id_8504206,4206,8504206,Bevaix,BV
id_8504018,4018,8504018,Ecublens-Rue,ECU
id_8509063,9063,8509063,Fideris,FID
id_8588504,88504,8588504,Erzingen (Baden),ERZI
id_8506026,6026,8506026,Hemishofen,HEM
id_8508390,8390,8508390,Stansstad,SSTA
id_8503283,3283,8503283,Einsiedeln,EIS
id_8508312,8312,8508312,Giswil,GI
id_8506397,6397,8506397,Steinebrunn,STB
id_8506290,6290,8506290,Herisau,HE
id_8502188,2188,8502188,Zufikon Hammergut,ZUFH
id_8503299,3299,8503299,Hurden,HUR
id_8503295,3295,8503295,Wilen bei Wollerau,WILN
id_8518827,18827,8518827,Lauchringen West,
id_8518803,18803,8518803,Hausach,
id_8518809,18809,8518809,St. Georgen,
id_8518806,18806,8518806,Markelfingen,
id_8518819,18819,8518819,Bietingen,
id_8518845,18845,8518845,Engen,
id_8505592,5592,8505592,Marone,MARO
id_8518846,18846,8518846,Horb,
id_8518822,18822,8518822,Gottmadingen,
id_8505597,5597,8505597,Trontano,TRON
id_8518452,18452,8518452,Prilly-Malley,PRMA
id_8507474,7474,8507474,Goppenstein,GO
id_8502181,2181,8502181,Oberentfelden Uerkenbrücke,OEFU
id_8503223,3223,8503223,Reichenburg,RG
id_8500087,87,8500087,Waldenburg,WAG
id_8501428,1428,8501428,St-Gingolph (Suisse),STGI
id_8502220,2220,8502220,Urdorf,URD
id_8503221,3221,8503221,Siebnen-Wangen,SIB
id_8501008,1008,8501008,Genève,GE
id_8506214,6214,8506214,Sitterdorf,SIT
id_8503236,3236,8503236,Luchsingen-Hätzingen,LU
id_8509068,9068,8509068,Klosters Platz,KLO
id_8508359,8359,8508359,Innertkirchen Kraftwerk (Bahn),INN
id_8507068,7068,8507068,Bolligen,BOLI
id_8530801,30801,8530801,Aareschlucht Ost (Bahn),ATOS
id_8503206,3206,8503206,Wädenswil,WAE
id_8505000,5000,8505000,Luzern,LZ
id_8500124,124,8500124,St-Ursanne,SU
id_8530789,30789,8530789,Bioggio Molinazzo,BIOM
id_8503424,3424,8503424,Schaffhausen,SH
id_8507384,7384,8507384,Lauterbrunnen,LAUT
id_8506308,6308,8506308,Arbon,ARB
id_8506177,6177,8506177,Rosental,RTAL
id_8518475,18475,8518475,Mendrisio S. Martino,MOSM
id_8507069,7069,8507069,Ittigen bei Bern,ITT
id_8505391,5391,8505391,Lugano FLP,LGFL
id_8517010,17010,8517010,Riehen Niederholz,RINZ
id_8505861,5861,8505861,Maccagno,MAC
id_8509369,9369,8509369,Tirano,TIR
id_8505874,5874,8505874,Colmegna,CMA
id_8509268,9268,8509268,Scuol-Tarasp,SCTA
id_8504121,4121,8504121,Lucens,LUC
id_8503303,3303,8503303,Illnau,IL
id_8505497,5497,8505497,Palagnedra,PALG
id_8503224,3224,8503224,Bilten,BIL
id_8506293,6293,8506293,Mogelsberg,MOG
id_8509195,9195,8509195,Filisur,FILI
id_8530712,30712,8530712,Colombier NE Les Chézards,CNLC
id_8508054,8054,8508054,Worblaufen,WBL
id_8503462,3462,8503462,Herblingen,HERB
id_8509269,9269,8509269,Sagliains,SAGL
id_8500322,322,8500322,Laufenburg,LFG
id_8503409,3409,8503409,Bad Zurzach,ZZ
id_8501282,1282,8501282,Prélaz-sur-Blonay,PRLZ
id_8506171,6171,8506171,Frauenfeld Marktplatz,FFMA
id_8506104,6104,8506104,Märstetten,MAER
id_8506039,6039,8506039,Schloss Laufen am Rheinfall,SLF
id_8502213,2213,8502213,Wohlen AG,WO
id_8502205,2205,8502205,Walchwil,WCHW
id_8502201,2201,8502201,Gisikon-Root,GSK
id_8502100,2100,8502100,Safenwil,SAF
id_8502020,2020,8502020,Rothenburg Station,RBG
id_8502009,2009,8502009,Sempach-Neuenkirch,SEM
id_8505002,5002,8505002,Küssnacht am Rigi,KUE
id_8501505,1505,8501505,Ardon,ARD
id_8501422,1422,8501422,Collombey,CBY
id_8509004,9004,8509004,Bad Ragaz,BRAG
id_8501021,1021,8501021,Genthod-Bellevue,GDBE
id_8501012,1012,8501012,Creux-de-Genthod,CRGD
id_8501011,1011,8501011,Les Tuileries,TUI
id_8501007,1007,8501007,Vernier,COI
id_8501001,1001,8501001,La Plaine,LP
id_8530713,30713,8530713,Boudry Tuilière,BTUI
id_8594231,94231,8594231,Areuse Les Isles Littorail,ALIL
id_8504117,4117,8504117,Oberwangen,OWA
id_8507075,7075,8507075,Toffen,TO
id_8507064,7064,8507064,Vechigen,VECH
id_8504486,4486,8504486,Gümmenen,GMM
id_8500288,288,8500288,Oberbipp,OBBI
id_8505472,5472,8505472,Solduno,SOLD
id_8508285,8285,8508285,Gammenthal,GT
id_8504300,4300,8504300,Biel/Bienne,BI
id_8507071,7071,8507071,Seftigen,SF
id_8508275,8275,8508275,Affoltern-Weier,AFWE
id_8504102,4102,8504102,Schmitten FR,SCMI
id_8516444,16444,8516444,Kerzers Papiliorama,KZPP
id_8500196,196,8500196,Bollement,BOLL
id_8500181,181,8500181,La Chaux-d'Abel,CHXA
id_8501177,1177,8501177,Bercher,BERC
id_8530366,30366,8530366,Pont du Rhône,PTR
id_8501173,1173,8501173,Echallens,ECH
id_8504387,4387,8504387,Petit-Martel,PTMA
id_8530012,30012,8530012,Petit-Martel-Est,PTME
id_8507476,7476,8507476,Blausee-Mitholz,BL
id_8500105,105,8500105,Moutier,MOU
id_8530760,30760,8530760,Aareschlucht West,MRSS
id_8507494,7494,8507494,Därligen,DAE
id_8508155,8155,8508155,Bannwil,BAN
id_8505170,5170,8505170,Nätschen,NAET
id_8507382,7382,8507382,Burglauenen,BURG
id_8504308,4308,8504308,Cormoret,CORM
id_8507383,7383,8507383,Lütschental,LUEL
id_8507270,7270,8507270,Gruben,GRUB
id_8504077,4077,8504077,Gruyères,GRY
id_8508064,8064,8508064,Bätterkinden,BKI
id_8500262,262,8500262,Lommiswil,LOM
id_8508266,8266,8508266,Lützelflüh-Goldbach,LUGO
id_8508089,8089,8508089,Biberist Ost,BIST
id_8504113,4113,8504113,Wünnewil,WUE
id_8508286,8286,8508286,Griesbach,GBA
id_8508068,8068,8508068,Biberist RBS,BIBS
id_8508164,8164,8508164,St. Urban Ziegelei,ZIE
id_8508163,8163,8508163,St. Urban,SURB
id_8508162,8162,8508162,Roggwil Dorf,ROGD
id_8508186,8186,8508186,Rohrbach,RBA
id_8507480,7480,8507480,Reichenbach im Kandertal,REIK
id_8504027,4027,8504027,Neyruz FR,NEY
id_8508193,8193,8508193,Aarwangen Vorstadt,AARV
id_8507288,7288,8507288,Eifeld,EIF
id_8508087,8087,8508087,Wiler,WR
id_8505862,5862,8505862,Pino-Tronzano,PINT
id_8504016,4016,8504016,Palézieux-Village,PALV
id_8506275,6275,8506275,Steinegg,STEE
id_8504402,4402,8504402,Kallnach,KAL
id_8502192,2192,8502192,Distelberg,DIBE
id_8501661,1661,8501661,Oberwald,OBW
id_8501106,1106,8501106,Croy-Romainmôtier,CR
id_8508062,8062,8508062,Büren zum Hof,BUHO
id_8505496,5496,8505496,Verdasio,VERD
id_8506298,6298,8506298,Krummenau,KRU
id_8507092,7092,8507092,Belp Steinbach,BPST
id_8509070,9070,8509070,Davos Laret,DALT
id_8505213,5213,8505213,Bellinzona,BEL
id_8505407,5407,8505407,S. Nazzaro,SN
id_8505410,5410,8505410,Gerra (Gambarogno),GER
id_8505300,5300,8505300,Lugano,LG
id_8500144,144,8500144,Buix,BX
id_8503235,3235,8503235,Leuggelbach,LGB
id_8506009,6009,8506009,Saland,SD
id_8506181,6181,8506181,Bronschhofen,BRO
id_8507002,7002,8507002,Ostermundigen,OST
id_8504070,4070,8504070,Montbovon,MTB
id_8501280,1280,8501280,St-Légier-Gare,STLE
id_8506133,6133,8506133,Ermatingen,ERM